particion,EMD,Tiempo,combinacion
a_t,0.0,0.12330950000614394,"['a_t', 'f_t', 'a_t+1', 'c_t+1']"
a_t,0.0,0.1192389999923762,"['a_t', 'f_t', 'a_t+1', 'd_t+1']"
a_t,0.0,0.14621920000354294,"['a_t', 'f_t', 'a_t+1', 'e_t+1']"
a_t,0.0,0.15299979998962954,"['a_t', 'f_t', 'a_t+1', 'f_t+1']"
f_t,0.0,0.1332092999946326,"['a_t', 'f_t', 'b_t+1', 'c_t+1']"
f_t,0.0,0.12321429999428801,"['a_t', 'f_t', 'b_t+1', 'd_t+1']"
f_t,0.0,0.12442449999798555,"['a_t', 'f_t', 'b_t+1', 'e_t+1']"
f_t,0.0,0.12625139999727253,"['a_t', 'f_t', 'b_t+1', 'f_t+1']"
a_t,0.0,0.12383399999816902,"['a_t', 'f_t', 'c_t+1', 'd_t+1']"
a_t,0.0,0.1167245999968145,"['a_t', 'f_t', 'c_t+1', 'e_t+1']"
a_t,0.0,0.12331720000656787,"['a_t', 'f_t', 'c_t+1', 'f_t+1']"
a_t,0.0,0.1273559999972349,"['a_t', 'f_t', 'd_t+1', 'e_t+1']"
a_t,0.0,0.12576420001278166,"['a_t', 'f_t', 'd_t+1', 'f_t+1']"
a_t,0.0,0.16635329999553505,"['a_t', 'f_t', 'e_t+1', 'f_t+1']"
a_t+1,0.0,0.1357315000059316,"['a_t', 'a_t+1', 'b_t+1', 'c_t+1']"
a_t+1,0.0,0.12803700000222307,"['a_t', 'a_t+1', 'b_t+1', 'd_t+1']"
a_t+1,0.0,0.1245613999926718,"['a_t', 'a_t+1', 'b_t+1', 'e_t+1']"
a_t+1,0.0,0.2551919999968959,"['a_t', 'a_t+1', 'b_t+1', 'f_t+1']"
a_t,0.0,0.12691229999472853,"['a_t', 'a_t+1', 'c_t+1', 'd_t+1']"
a_t,0.0,0.13112019999243785,"['a_t', 'a_t+1', 'c_t+1', 'e_t+1']"
a_t,0.0,0.14361769999959506,"['a_t', 'a_t+1', 'c_t+1', 'f_t+1']"
a_t,0.0,0.12814620000426657,"['a_t', 'a_t+1', 'd_t+1', 'e_t+1']"
